Title,Abstract,DOI
The natural history of risky drinking and associated harms from adolescence to young adulthood: findings from the Australian Temperament Project,"Background We aimed to describe the natural history of heavy episodic drinking (HED) and associated harms from adolescence to young adulthood in a large Australian population cohort study. Method The Australian Temperament Project consists of mothers and babies (4–8 months) recruited from Infant Welfare Centres and followed every 2 to 4 years until age 28 years. Analyses were based on data from 1156 young people (497 male; 659 female) surveyed repeatedly at ages 16, 18, 20, 24 and 28 years. We used dual processes latent class growth analysis to estimate trajectories of HED and associated harms, employing a piecewise approach to model the hypothesized rise and subsequent fall across adolescence and the late twenties, respectively. Results We identified four sex-specific trajectories and observed little evidence of maturing-out across the twenties. In males, a normative pattern of increasing HED across the twenties with little related harm was observed (40% of the male sample). Early and late starter groups that peaked in harms at age 20 years with only minor attenuation in binging thereafter were also observed (6.1% and 35%, respectively). In females, a normative pattern of increasing, but moderate, HED with little related harm was observed (44% of the female sample). Early and late starter groups were also identified (18% and 17%, respectively); however, unlike males, the female late starter group showed a pattern of increasing HED and related harms. Conclusions Continued patterns of risky alcohol use and related harms are apparent for both males and females across the twenties.",https://doi.org/10.1017/s0033291717000654,
Explaining Heterogeneity of Daily Conflict Spillover in the Family: The Role of Dyadic Marital Conflict Patterns,"In this multi‐informant, longitudinal, daily diary study, we investigated whether long‐term dyadic patterns of marital conflict resolution explain the heterogeneity in short‐term day‐to‐day cross‐lagged associations between marital conflict intensity and mother–adolescent conflict intensity. The sample consisted of 419 adolescents (44.6% girls, M age = 13.02, SD = 0.44, at T1; M age = 17.02, SD = 0.44, at T5), their mothers ( N = 419, M age = 44.48, SD = 4.17, at T1), and their fathers ( N = 419, M age = 46.76, SD = 4.99, at T1). Mothers and fathers reported on their marital conflict resolution strategies annually across 5 years. Mother–father daily conflict intensity (mother‐reported) and mother–adolescent daily conflict intensity (mother‐ and adolescent‐reported) were assessed for 75 days across 5 years. We hypothesized that long‐term marital conflict resolution patterns would moderate the short‐term daily dynamics of conflict between the marital and the mother–adolescent dyads. Latent Class Growth Analysis revealed four types of families based on long‐term dyadic marital conflict resolution, including families where mostly constructive or mostly destructive conflict resolution was used. Dynamic Structural Equation Modeling was used to investigate the daily levels and short‐term daily dynamics of conflict, revealing that for most families there were no day‐to‐day lagged associations between marital conflict and mother–adolescent conflict. Results showed that long‐term conflict resolution patterns did not moderate the short‐term dynamics of daily conflict. However, differences among long‐term marital conflict resolution patterns were found in the levels of daily conflict, such that in families with long‐term destructive conflict resolution patterns, daily conflict intensity was higher.",https://doi.org/10.1111/famp.12648,
Trajectories of childhood social isolation in a nationally representative cohort: Associations with antecedents and early adulthood outcomes,"Abstract Background This study examined early life antecedents of childhood social isolation, whether these factors accounted for poor outcomes of isolated children, and how these associations varied according to patterns of stability and change in childhood isolation. Methods Participants included 2232 children from the Environmental Risk (E‐Risk) Longitudinal Twin Study. We conducted growth mixture modelling (GMM) on combined parent and teacher reports of children's social isolation when children were 5, 7, 10 and 12 years, and we assessed associations with age‐5 antecedents and age‐18 outcomes using regression analyses. Results We identified three linear developmental trajectories of increasing (4.75%), decreasing (5.25%) and low stable (90.00%) social isolation. Age‐5 attention deficit hyperactivity disorder (ADHD) symptoms, emotional problems, prosocial behaviours, maternal personality (openness) and size of school were associated with the decreasing trajectory of social isolation. When controlling for these antecedents, increasingly isolated children were still more likely to experience ADHD symptoms, loneliness, lower job optimism and lower physical activity at age 18. Conclusions Isolated children follow distinct patterns of change over childhood and isolation seems most detrimental to health at the time it is experienced. Social isolation can be a valuable indicator of co‐occurring problems and provide targets for mental health intervention in young people.",https://doi.org/10.1002/jcv2.12073,
Intimate Partner Relationship Distress in the <scp>DSM</scp>‐5,"Over the past 40 years, a large body of literature has documented intimate partner relationship distress as a primary reason for seeking mental health services as well as an integral factor in the prognosis and treatment of a range of mental and physical health conditions. In recognition of its relevance to clinical care, the description of intimate partner relationship distress has been expanded in the DSM ‐5. Nonetheless, this is irrelevant if the DSM ‐5 code for intimate partner relationship distress is not reliably used in clinical practice and research settings. Thus, with the goal of dissemination in mind, the purpose of this paper was to provide clinicians and researchers with specific guidelines on how to reliably assess intimate partner relationship distress and how this information can be used to inform treatment planning. In addition to the implications for direct clinical care, we discuss the importance of reliable assessment and documentation of intimate partner relationship distress for future progress in epidemiology, etiology, and public health research.",https://doi.org/10.1111/famp.12122,
Trajectories and correlates of opioid prescription receipt among patients experiencing interpersonal violence,"Interpersonal violence increases vulnerability to the deleterious effects of opioid use. Increased opioid prescription receipt is a major contributor to the opioid crisis; however, our understanding of prescription patterns and risk factors among those with a history of interpersonal violence remains elusive. This study sought to identify 5-year longitudinal patterns of opioid prescription receipt among patients experiencing interpersonal violence within a large healthcare system and sociodemographic and clinical characteristics associated with prescription patterns. This secondary analysis examined electronic health record data from January 2004–August 2019 for a cohort of patients (N = 1,587) referred for interpersonal violence services. Latent class growth analysis was used to estimate trajectories of opioid prescription receipt over a 5-year period. Standardized differences were calculated to assess variation in sociodemographic and clinical characteristics between classes. Our cohort had a high prevalence of prescription opioid receipt (73.3%) and underlying co-morbidities, including chronic pain (54.6%), substance use disorders (39.0%), and mental health diagnoses (76.9%). Six prescription opioid receipt classes emerged, characterized by probability of any prescription opioid receipt at the start and end of the study period (high, medium, low, never) and change in probability over time (increasing, decreasing, stable). Classes with the highest probability of prescription opioids also had the highest proportions of males, chronic pain diagnoses, substance use disorders, and mental health diagnoses. Black, non-Hispanic and Hispanic patients were more likely to be in low or no prescription opioid receipt classes. These findings highlight the importance of monitoring for synergistic co-morbidities when providing pain management and offering treatment that is trauma-informed, destigmatizing, and integrated into routine care.",https://doi.org/10.1371/journal.pone.0273846,
"The Role of Inhibitory Control, Attention and Vocabulary in Physical Aggression Trajectories From Infancy to Toddlerhood","Physical aggression has its origin very early in development, but no studies to date have examined physical aggression trajectories starting before the age of 1.5 years. This study examined whether cognition plays a role in the development of physical aggression from infancy onwards. In a sample of 182 mother-child dyads (94 boys; 88 girls), child physical aggression was assessed by maternal report using the Physical Aggression Scale for Early Childhood at 12, 20 and 30 months. Children performed cognitive tasks measuring inhibitory control and attention, and mothers rated children's vocabulary at 12 and 30 months. Results showed that differential development of physical aggression already starts at 12 months of age: low-stable, low-increasing, moderate-decreasing and high-stable trajectory groups were identified. Inhibitory control, attention and vocabulary at 12 months and development of these abilities from 12 to 30 months were selectively related to the likelihood of following the low-increasing and moderate-decreasing trajectories compared to the low-stable physical aggression trajectory. This study is the first to show that specific aspects of cognition and cognitive development are related to differential physical aggression development from infancy onwards.",https://doi.org/10.3389/fpsyg.2020.01079,
"Trajectories of Driving after Drinking among Marijuana-Using Youth in the Emergency Department: Substance Use, Mental Health, and Peer and Parental Influences","Background: The psychosocial correlates and longitudinal trajectories of driving after drinking (DAD) among youth remain understudied in at-risk populations. Objectives: We investigated the relationships of DAD trajectories and negative peer and parental influences, substance use, and mental health among predominantly marijuana-using youth seeking emergency department (ED) treatment. Methods: Data were from a 2-year prospective cohort study of drug-using patients (97.4% used marijuana) ages 14–24 seeking ED care for assault injury, or as part of a non-assaulted comparison group. Validated surveys measured DAD behaviors and correlates at baseline, 6, 12, 18, and 24 months. Latent class growth analysis identified characteristic DAD trajectory groups; baseline predictors were analyzed descriptively and using multinomial logistic regression. Results: Three DAD trajectory groups were identified among driving-age youth (n = 580): no DAD (NDAD; 55.2%), low-steady (LDAD; 29.0%), and high-declining (HDAD; 15.9%). In unadjusted analyses, HDAD youth were older, but otherwise similar to other groups demographically. Compared to NDAD, LDAD and HDAD group members had higher rates of drug and alcohol use disorders (p < .001). Further, HDAD group members had higher rates of anxiety symptoms and were more likely to be diagnosed with PTSD or depression than NDAD or LDAD youth (p < .05). Negative peer and parent influences were significantly higher in progressively more severe trajectory groups (p < .01). Adjusted effects from the multinomial model were analogous for peer and parental influences and substance use disorders, but not mental health. Conclusion: DAD is strongly associated with negative social influences and substance use disorders among marijuana-using youth, reinforcing their importance when developing interventions.",https://doi.org/10.1080/10826084.2019.1660675,
Social cognition in refugee children: an experimental cross-sectional study of emotional processing with Syrian families in Turkish communities,"More than 5.6 million people have fled Syria since 2011, about half of them children. These children grow up with parents that often suffer from war-related mental health problems. In this study, we assess emotional processing abilities of 6-18 year-old children growing up in families that have fled from Syria and reside in Turkish communities (100 families, 394 individuals). We demonstrate that mothers', but not fathers', post-traumatic stress (PTS) impacts children's emotional processing abilities. A 4% reduction of mothers' PTS was equivalent to 1 year of development in children, even when controlling for parents' traumatic experiences. Making a small investment in increased mental health of refugee mothers might have a positive impact on the lives of their children.",https://doi.org/10.1098/rsos.210362,
Trajectories of Autism Symptom Severity Change During Early Childhood,"Abstract Autism symptom severity change was evaluated during early childhood in 125 children diagnosed with autism spectrum disorder (ASD). Children were assessed at approximately 3 and 6 years of age for autism symptom severity, IQ and adaptive functioning. Each child was assigned a change score, representing the difference between ADOS Calibrated Severity Scores (CSS) at the two ages. A Decreased Severity Group (28.8%) decreased by 2 or more points; a Stable Severity Group (54.4%) changed by 1 point or less; and an Increased Severity Group (16.8%) increased by 2 or more points. Girls tended to decrease in severity more than boys and increase in severity less than boys. There was no clear relationship between intervention history and membership in the groups.",https://doi.org/10.1007/s10803-020-04526-z,
"The Belfast Youth Development Study (BYDS): A prospective cohort study of the initiation, persistence and desistance of substance use from adolescence to adulthood in Northern Ireland","Background Substance misuse persists as a major public health issue worldwide with significant costs for society. The development of interventions requires methodologically sound studies to explore substance misuse causes and consequences. This Cohort description paper outlines the design of the Belfast Youth Development (BYDS), one of the largest cohort studies of its kind in the UK. The study was established to address the need for a long-term prospective cohort study to investigate the initiation, persistence and desistance of substance use, alongside life course processes in adolescence and adulthood. The paper provides an overview of BYDS as a longitudinal data source for investigating substance misuse and outlines the study measures, sample retention and characteristics. We also outline how the BYDS data have been used to date and highlight areas ripe for future work by interested researchers. Methods The study began in 2000/1 when participants (n = 3,834) were pupils in their first year of post-primary education (age 10/11 years, school year 8) from over 40 schools in Northern Ireland. Children were followed during the school years: Year 9 (in 2002; aged 12; n = 4,343), Year 10 (in 2003; aged 13; n = 4,522), Year 11 (in 2004; aged 14; n = 3,965) and Year 12 (in 2005; aged 15; n = 3,830) and on two more occasions: 2006/07 (aged 16/17; n = 2,335) and 2010/11 (aged 20/21; n = 2,087). Data were collected on substance use, family, schools, neighbourhoods, offending behaviour and mental health. The most novel aspect of the study was the collection of detailed social network data via friendship nominations allowing the investigation of the spread of substance use via friendship networks. In 2004 (school year 11; respondents aged 14), a sub-sample of participants' parents (n = 1,097) and siblings (n = 211) also completed measures on substance use and family dynamics. Results The most recent wave (in 2010/2011; respondents aged 20/21 years) indicated lifetime use of alcohol, tobacco and cannabis among the cohort was 94, 70 and 45 per cent, respectively. The paper charts the development of drug use behaviour and some of the key results to date are presented. We have also identified a number of key areas ripe for analysis by interested researchers including sexual health and education. Conclusions We have established a cohort with detailed data from adolescence to young adulthood, supplemented with parent and sibling reports and peer network data. The dataset, allowing for investigation of trajectories of adolescent substance use, associated factors and subsequent long-term outcomes, constitutes an important resource for longitudinal substance misuse research. A planned further wave as the cohort enter their late twenties and potential to link to administrative data sources, will further enrich the datasets.",https://doi.org/10.1371/journal.pone.0195192,
The special role of middle childhood in self‐control development: Longitudinal and genetic evidence,"Despite the importance of self-control for well-being and adjustment, its development from early childhood to early adolescence has been relatively understudied. We addressed the development of mother-reported self-control in what is likely the largest and longest longitudinal twin study of the topic to this day (N = 1889 individual children with data from at least one of five waves: ages 3, 5, 6.5, 8-9 and 11 years). We examined rank-order change in self-control from early childhood to early adolescence, genetic and environmental contributions to variance in the trait and differential developmental trajectories. The relative contribution of genetic and environmental factors to change and stability was also examined. Results point at middle childhood as a period of potential transition and change. During this period the rank-order stability of self-control increases, heritability rates substantially rise, and a cross-over occurs in two of the self-control trajectories. Nonadditive genetic effects contribute to both stability and change in self-control while the nonshared environment contributes mostly to change, with no effect for the shared environment. Our findings suggest that new genetic factors, that emerge around age 6.5 and whose effect on self-control is carried on along development, may partially account for changes in self-control around late middle childhood, and explain the growing stability in the trait approaching early adolescence. We discuss the implications of the special role of middle childhood for self-control development.",https://doi.org/10.1111/desc.13270,
Introducing the fit-criteria assessment plot – A visualisation tool to assist class enumeration in group-based trajectory modelling,"Background and objective Group-based trajectory modelling is a model-based clustering technique applied for the identification of latent patterns of temporal changes. Despite its manifold applications in clinical and health sciences, potential problems of the model selection procedure are often overlooked. The choice of the number of latent trajectories (class-enumeration), for instance, is to a large degree based on statistical criteria that are not fail-safe. Moreover, the process as a whole is not transparent. To facilitate class enumeration, we introduce a graphical summary display of several fit and model adequacy criteria, the fit-criteria assessment plot. Methods An R-code that accepts universal data input is presented. The programme condenses relevant group-based trajectory modelling output information of model fit indices in automated graphical displays. Examples based on real and simulated data are provided to illustrate, assess and validate fit-criteria assessment plot's utility. Results Fit-criteria assessment plot provides an overview of fit criteria on a single page, placing users in an informed position to make a decision. Fit-criteria assessment plot does not automatically select the most appropriate model but eases the model assessment procedure. Conclusions Fit-criteria assessment plot is an exploratory, visualisation tool that can be employed to assist decisions in the initial and decisive phase of group-based trajectory modelling analysis. Considering group-based trajectory modelling's widespread resonance in medical and epidemiological sciences, a more comprehensive, easily interpretable and transparent display of the iterative process of class enumeration may foster group-based trajectory modelling's adequate use.",https://doi.org/10.1177/0962280215598665,
Alcohol-Induced Blackouts: A Review of Recent Clinical Research with Practical Implications and Recommendations for Future Studies,"Background Alcohol-induced blackouts, or memory loss for all or portions of events that occurred during a drinking episode, are reported by approximately 50% of drinkers and are associated with a wide range of negative consequences, including injury and death. As such, identifying the factors that contribute to and result from alcohol-induced blackouts is critical in developing effective prevention programs. Here, we provide an updated review (2010 to 2015) of clinical research focused on alcohol-induced blackouts, outline practical and clinical implications, and provide recommendations for future research. Methods A comprehensive, systematic literature review was conducted to examine all articles published between January 2010 through August 2015 that focused on vulnerabilities, consequences, and possible mechanisms for alcohol-induced blackouts. Results Twenty-six studies reported on alcohol-induced blackouts. Fifteen studies examined prevalence and/or predictors of alcohol-induced blackouts. Six publications described the consequences of alcohol-induced blackouts, and 5 studies explored potential cognitive and neurobiological mechanisms underlying alcohol-induced blackouts. Conclusions Recent research on alcohol-induced blackouts suggests that individual differences, not just alcohol consumption, increase the likelihood of experiencing an alcohol-induced blackout, and the consequences of alcohol-induced blackouts extend beyond the consequences related to the drinking episode to include psychiatric symptoms and neurobiological abnormalities. Prospective studies and a standardized assessment of alcohol-induced blackouts are needed to fully characterize factors associated with alcohol-induced blackouts and to improve prevention strategies.",https://doi.org/10.1111/acer.13051,
Civic engagement and mental health trajectories in Norwegian youth,"Introduction Applying variable-centered analytical approaches, several studies have found an association between civic engagement and youth mental health. In the present study, we used a person-centered approach to explore whether civic engagement was related to optimal trajectories of mental health compared to other trajectories. We also examined how sociodemographic factors, such as socioeconomic status (SES), gender and age were related to youth mental health trajectories. Methods Our sample comprised 675 students (aged 16–22) who had participated in three waves of data collection ( M age = 18.85, SD = 0.55; 43% males) in the COMPLETE project, a cluster-randomized controlled trial that involved Norwegian upper secondary schools. Results The results revealed three trajectories of mental health (reflecting a combination of mental distress and mental well-being): optimal, intermediate, and sub-optimal. Contrary to our expectations, higher levels of civic engagement were not related to the optimal trajectory of mental health vs. other trajectories. However, we found that students who reported higher levels of SES and males were more likely to follow the optimal trajectory compared to other trajectories. Discussion While the findings on civic engagement could be due to our measurement’s inability to capture the concept of “dugnad,” a well-established civic activity in the Norwegian society, the findings regarding the influence of SES and gender suggest that there is still more work to be done concerning the assessment and advancement of factors that can address mental health inequalities across SES and gender.",https://doi.org/10.3389/fpubh.2023.1214141,
Risk Factors for Gambling Disorder: A Systematic Review,"Abstract Gambling disorder is a common and problematic behavioral disorder associated with depression, substance abuse, domestic violence, bankruptcy, and high suicide rates. In the fifth edition of the Diagnostic and Statistical Manual of Mental Disorders (DSM-5), pathological gambling was renamed “gambling disorder” and moved to the Substance-Related and Addiction Disorders chapter to acknowledge that research suggests that pathological gambling and alcohol and drug addiction are related. Therefore, this paper provides a systematic review of risk factors for gambling disorder. Systematic searches of EBSCO, PubMed, and Web of Science identified 33 records that met study inclusion criteria. A revised study acknowledges as risk factors for developing/maintaining a gambling disorder being a single young male, or married for less than 5 years, living alone, having a poor education, and struggling financially.",https://doi.org/10.1007/s10899-023-10195-1,
"The Role of Self-Control Dimensions, Game Motivation, Game Genre, and Game Platforms in Gaming Disorder: Cross-Sectional and Longitudinal Findings","Gaming disorder (GD) is the result of an interplay between gaming-related factors, individual factors, and environmental factors. Current research primarily highlights single types of factors. Consequently, the present study simultaneously analyzed the role of individual factors, such as self-control dimensions and motives for gaming, and gaming-related factors, such as game genres, and gaming platforms in GD among female and male gamers. Additionally, the study provides a comprehensive analysis of these factors in relation to GD both cross-sectionally (Study 1) and longitudinally (Study 2).Study 1 comprised 620 active gamers (M=22.16 years; SD=2.99), and Study 2 comprised 405 active gamers (M=28.05 years; SD=4.51). The instruments used in the studies included the Gaming Disorder Test, the nine-item Internet Gaming Disorder Short-Form (IGDS9-SF), Motives for Online Gaming Questionnaire, Video Game Questionnaire, and Self-Knowledge New Sheet.The results showed that GD was associated with (i) self-control deficits associated with difficulties in implementation control and taking actions related to goals without unnecessary delay, (ii) retaining information about intentions and long-term plans, (iii) refraining from immediate, impulsive behavior, and (iv) inhibiting emotional reactions. GD was also associated primarily with escape, coping, and competition motives for gaming. However, the longitudinal study showed that social, fantasy, and skill-development motives were also related to GD development over time. The action game genres associated with GD but were not very important for GD over time. The cross-sectional study results indicated a negative relationship between GD and tablets and consoles used as gaming platforms. However, the longitudinal study showed that desktop computers and consoles use as gaming platforms were associated with the GD over time. Moreover, gaming-related factors explained only 9% of the variance in the GD model among female gamers and only 10% of the variance in the GD model among male gamers in cross-sectional study. In contrast, individual factors such as self-control dimensions and gaming motivation explained 32% of the variance in the GD model among both female and male gamers.Individual factors, such as self-control dimensions and motives for gaming, were more important in explaining GD than gaming-related factors, such as game genres and gaming platforms. Moreover, self-control deficits and motivation related to escape, coping and competence can be important factors to consider in the prevention and treatment of GD.",https://doi.org/10.2147/prbm.s435125,
Longitudinal Development of Primary and Secondary Posttraumatic Growth in Aging Veterans and Their Wives: Domain‐Specific Trajectories,"Abstract Posttraumatic growth (PTG), the positive psychological transformations that follow traumatic events, affects both direct survivors (primary PTG) and their significant others (secondary PTG). Though primary and secondary PTG have been widely investigated in the literature, their long‐term trajectories decades after a traumatic event, especially as survivors enter older age, remain largely uninvestigated. Furthermore, it remains contested whether PTG adds up to a monolithic construct or rather consists of relatively independent components. Addressing these issues, we assessed a sample of Israeli male veterans from the 1973 Yom Kippur war ( N = 349) and their wives ( N = 156) at three time points over the course of nearly three decades. Both the veterans (primary survivors) and their wives (secondary survivors) reported PTG relating to the veterans' experiences during the war and/or captivity. Latent growth mixture modeling was conducted to identify trajectories of PTG on the five subscales of the Posttraumatic Growth Inventory. Long‐term trajectories of PTG followed heterogeneous patterns of fluctuation over time and particularly as participants entered older age. On most subscales, decreasing PTG scores were evident, a trend that was more pronounced among the primary survivors than the secondary survivors as primary and secondary PTG fluctuate considerably in the long‐term and seem to decrease as individuals enter older age. Furthermore, it would seem that PTG should not be considered a holistic concept but rather a conglomeration of positive changes. Implications of the findings are discussed within the context of limitations and potential intervening factors.",https://doi.org/10.1002/jts.22331,
Self-control during adolescence: Examining the stability of low self-control and the effects of parental social controls,"This study examines the stability of and change in self-control during adolescence and investigates the reciprocal relationship of self-control and parental social control. German three-wave panel data with two age cohorts (11–13 and 15–17 years, total N = 1423) are analyzed. Latent growth curve and path models are applied to investigate developmental trajectories. Findings suggest (a) no evidence for the relative stability of self-control, (b) parental controls do matter after the formative years, and (c) low self-control influences the perception of parental controls in early adolescence. In sum, results support a dynamic perspective with reciprocal influences of self-control and social control.",https://doi.org/10.1177/1477370817749180,
Trajectories of team and individual sports participation in childhood and links with internalizing problems,"Abstract The purpose of this 5‐year longitudinal study is to identify trajectories of team and individual sports participation in childhood, and to compare these trajectories on different types of internalizing problems. Parents reported their children's annual sports participation from the ages of 6–10 ( n = 785) and teachers reported internalizing problems (depression, anxiety, social withdrawal) at the beginning and at the end of this period. The study used latent class growth analyses to identify two trajectories of team sports and two trajectories of individual sports participation were identified: (1) high participation, and (2) low participation. Considering baseline level of internalizing problems and gender, children in the high participation team sports trajectory show significantly fewer depression, anxiety, and social withdrawal behaviors at age 10 than those in the low participation team sports trajectory. No differences between individual sports trajectories were observed. Comparison with joint trajectory groups partially confirmed these results but also showed that sustained participation in multiple individual sports could also be linked to decreased anxiety. Our findings suggest that participation in team sports should be encouraged to promote certain aspects of children's mental health.",https://doi.org/10.1111/sode.12640,
Trajectories of nonsuicidal self‐injury during adolescence,"Although nonsuicidal self-injury is a public health concern, there is little information on how it changes across adolescence or what contributes to stability or change. We aimed to identify trajectories of stability and change in self-injury from ages 13 to 17 years, and to identify interpersonal and intrapersonal correlates that differentiate between trajectories of stability and change.We used five annual waves of cohort-sequential data, targeting 7th and 8th graders attending all public schools in three municipalities in central Sweden. The data were gathered via questionnaires, using a multi-item measure of non-suicidal self-injury and assessing negative experiences at home, in school, with peers, and in romantic settings, as well as intrapersonal issues (internalizing symptoms and difficulties with emotional, and behavioral regulation). The analytic sample was 3195 adolescents (51.7% boys, 48.3% girls; ages 12-16 years at T1, M = 13.61; SD = 0.66), most of whom were born in Sweden (88.6%) to at least one parent of Swedish origin (77.4%).Latent growth curve modeling revealed three self-injury trajectories: a stable-low, a low-increasing, and an increasing-decreasing trajectory. Adolescents in the stable-low class reported the best overall adjustment at ages 13 and 16. Comparatively, adolescents in the other two classes reported similar levels of difficulty interpersonally and intrapersonally. Where they differed, the increase-decrease class fared worse than the low-increasing class.This study suggests the need to frame self-injury as having multiple directions of development during adolescence and develop theory that aligns with differential patterns of self-injury development.",https://doi.org/10.1002/jad.12126,
Trajectories of Early Television Contact in Japan: Relationship with Preschoolers’ Externalizing Problems,"We examined the link between trajectories of television contact time at ages 1–5 and externalizing problems at age 5, using data from a Japanese longitudinal study of media use and child development (N = 1,189). Despite the American Academy of Pediatrics recommendation for no television contact before age 2, growth mixture modeling identified 3 trajectory classes, comprising heavy-start contact (8%, mean contact time at age 0 = 331.44 min/day), characterized by remarkably long television contact time in infancy and maintenance of longer contact, while mild contact (51%, 147.57 min/day) and moderate contact (41%, 236.64 min/day) had relatively shorter contact in infancy and moderate declines in later years. The findings suggest that both infant temperamental difficulties and family characteristics predicted trajectory classification of television contact time. Scores for attention problems and conduct problems at age 5 did not significantly differ among trajectory groups, nor did regression coefficients.",https://doi.org/10.1080/17482798.2015.1089298,
Personality,"With its two-tiered approach, DSM-5 is a milestone moment in the assessment of personality and psychopathology: it is the first DSM featuring a model of maladaptive personality traits and a separate measurement of levels of personality functioning.A first study examines the impact of severity of personality impairment (i.e. level of personality functioning) on interpersonal processes in daily life.A second study initiates a more developmental focus by investigating age specific and neutral expressions of personality functioning in adolescents and adults.Next, a third study derives an empirically based set of personality facets for the DSM-5 trait model, examining the direct association of the facets and specific personality disorders.A fourth study shows associations between personality traits and disorders and conceptually-relevant MMPI-2-RF scales.Finally a fifth study applies a network analytical approach to uncover causal relations between symptoms and as such reveals comorbidity patterns within the existing nosology.",https://doi.org/10.1002/ijop.12337,
The Safe pilot study: A prospective naturalistic study with repeated measures design to test the psychosis - violence link in and after discharge from forensic facilities,"The research evidence is very strong for high recidivism rates of violence after discharge from forensic facilities. Big data research has found that a substantial proportion of the forensic population with relapse into violence has a psychosis diagnosis and a criminal record. However, more research on the association between psychotic symptoms and violence may inform and enhance risk assessment, prevention, and treatment. We conducted a prospective naturalistic study with a repeated measures design in a sample of 22 psychotic patients during follow-up after discharge from forensic mental health facilities. We had three aims: to test the predictive validity of three psychotic symptom scales for violence, to analyze main and interaction effects between psychotic symptoms and previous criminal conviction, and to explore the feasibility and potential benefit of the repeated measures design for prospective follow-up research. Interpreted within the limitation of the small sample size, the results were promising for all scales, particularly for adjusted effects without interaction. Two scales remained significant when their interaction with criminal conviction was adjusted. This indicates that risk judgment of psychotic patients with criminal conviction can be improved by adding measurement of fluctuations in psychotic symptoms. The repeated measures design was instrumental in this research.",https://doi.org/10.1016/j.psychres.2021.113793,
Joint trajectories of internalizing and externalizing problems in preschool children with autism spectrum disorder,Abstract The co-occurring development of internalizing and externalizing problems were examined in an inception cohort of 392 children diagnosed with autism spectrum disorder at age 3 who were assessed on four occasions. Results indicated that internalizing and externalizing problems were stable over time and highly comorbid. Joint trajectory analysis suggested that 13% of the sample followed a dual high-risk trajectory. High risk was not found to be associated with intellectual ability or autism spectrum disorder symptom severity but was linked to lower income and gender: more girls than boys were found in the high/stable internalizing problems trajectory. The results suggest that 1 in 4 preschoolers followed a trajectory of internalizing or externalizing problems (or a combination of the two) that could be characterized as clinically elevated.,https://doi.org/10.1017/s0954579416000043,
The relation of home and childcare/school environment to differential trajectories of externalizing problems,"This paper uses data from the NICHD study of Early Child Care to investigate how exposure to different home and childcare/school environmental settings are associated with children’s trajectories of externalizing problem from age 2 to age 12. The sample included 1232 children (52% male). Different classes of children exhibiting low, moderate desisting, moderate, high desisting and chronic externalizing problems across the 10 year period were identified. Boys were more likely to be identified in the chronic group and girls in the low group. Furthermore, the findings suggested that the chronic externalizing problems group was also at high risk for experiencing a negative home environment across time, being born into a low familial socio-economic environment, and for experiencing a low quality classroom environment during middle childhood. Therefore, the quality of both the home and school environment are important for identifying these children at high and continuous risk for externalizing psychopathology. Finally, the findings suggested that the quality of the child’s home environment had the more pervasive consequences for the establishment and continuation of externalizing problems in comparison to the quality of the child’s childcare environment.",https://doi.org/10.54195/ijpe.18257,
Identifying environmental pathways between irritability during childhood and suicidal ideation and attempt in adolescence: findings from a 20‐year population‐based study,"Irritable children are at increased risk of suicidal ideation and suicide attempt, but the underlying environmental mechanisms accounting for these associations are largely unknown. We aimed to investigate the mediating role of peer victimization and harsh parenting in the association between childhood irritability and adolescent suicidal ideation and attempt.N = 1,483 participants from the Québec Longitudinal Study of Child Development followed up from 5 months until 20 years of age (2018) with annual or biannual assessments. Irritability was operationalized using assessments of teacher-reported temper tantrums and reactive aggression. Suicidal ideation and suicide attempt at ages 13, 15, 17, and 20 years were self-reported. Peer victimization (self-reported at age 13) and harsh parenting (mothers reported at age 13) were considered as potential mediators.We identified four trajectories of teacher-reported irritability symptoms from 6 to 12 years: low (74.8%), rising (12.9%), declining (7.3%), and persistent (4.9%). In adjusted models, children in the persistent and rising trajectories had, respectively, 2.81-fold (CI, 1.27-6.22) and 2.14-fold (CI, 1.20-3.81) increased odds of suicide attempt in adolescence, but not suicidal ideation. We found that a significant proportion of the association between irritability trajectories and suicide attempt was mediated by peer victimization (33% and 35% for rising and persistent, respectively), but there was no mediation via harsh parenting.Our findings suggest that peer victimization may be a key mechanism explaining the increased suicide attempt risk of children presenting with persistently high or increasing irritability. Interventions to reduce peer victimization may be helpful to reduce suicide risk among irritable children.",https://doi.org/10.1111/jcpp.13411,
